X1,X2,X3,X4,X5,X6,X7,X8,X9,ANG,AVG,RIP
19,150,1,0.5,3,2.0,1.5,13,16,-41.0,-1489.73,39.25
17,100,2,0.5,2,2.0,1.5,14,16,-43.0,-1352.89,65.04
21,120,3,0.5,1,2.0,1.5,14,16,-31.0,-1926.02,61.65
20,150,1,0.5,3,2.5,1.5,15,16,-32.0,-1844.71,55.17
22,140,1,0.5,1,2.0,1.5,10,16,-31.0,-1823.76,56.4
15,130,2,0.5,1,2.0,1.5,13,16,-28.0,-1346.57,78.69
22,120,2,0.5,2,2.0,1.5,15,12,-39.0,-1914.07,64.5
18,100,1,0.5,3,2.5,1.5,12,16,-40.0,-1150.85,63.8
16,100,3,0.5,2,2.0,1.5,13,16,-48.0,-1274.66,68.03
21,110,3,0.5,1,2.5,1.5,14,4,-43.0,-1365.69,72.55
22,150,1,0.5,3,2.5,1.5,14,2,-43.0,-1407.55,30.86
21,100,1,0.5,3,2.0,1.5,12,16,-43.0,-1420.7,27.82
24,100,1,0.5,2,2.0,1.5,13,8,-45.0,-1612.54,47.77
15,140,2,0.5,1,2.5,1.5,10,8,-38.0,-865.07,76.89
19,150,2,0.5,2,2.0,1.5,12,16,-39.0,-1612.06,68.7
17,100,2,0.5,1,2.5,1.5,11,12,-32.0,-1104.95,101.37
25,110,1,0.5,1,2.5,1.5,13,8,-40.0,-1701.01,61.58
17,110,1,0.5,1,2.0,1.5,14,12,-25.0,-1373.86,88.58
20,140,2,0.5,2,2.5,1.5,14,0,-41.0,-1415.31,52.3
15,110,1,0.5,2,2.0,1.5,13,12,-26.0,-1260.55,71.39
15,150,2,0.5,3,2.5,1.5,14,8,-48.0,-1016.52,44.47
24,120,2,0.5,1,2.5,1.5,11,16,-28.0,-1945.6,48.61
15,120,1,0.5,1,2.0,1.5,14,16,-25.0,-1351.36,91.72
19,120,3,0.5,1,2.5,1.5,10,16,-39.0,-1345.71,71.0
24,140,1,0.5,2,2.0,1.5,12,14,-34.0,-1943.45,39.39
22,100,2,0.5,1,2.0,1.5,15,12,-37.0,-1776.24,63.16
16,110,3,0.5,2,2.5,1.5,15,8,-47.0,-1102.77,47.93
24,140,2,0.5,1,2.0,1.5,10,12,-42.0,-1810.73,68.07
16,150,3,0.5,2,2.5,1.5,13,16,-40.0,-1339.04,67.07
22,140,1,0.5,2,2.0,1.5,12,16,-31.0,-1863.9,47.79
22,140,3,0.5,1,2.5,1.5,13,16,-28.0,-2058.97,54.93
22,150,2,0.5,1,2.0,1.5,14,8,-41.0,-1792.62,72.59
17,140,2,0.5,1,2.0,1.5,10,12,-34.0,-1276.41,76.71
15,100,2,0.5,3,2.5,1.5,10,16,-41.0,-931.78,70.46
24,120,1,0.5,1,2.5,1.5,11,16,-27.0,-1942.56,47.66
22,150,2,0.5,1,2.0,1.5,15,12,-32.0,-2135.32,48.07
20,150,1,0.5,1,2.5,1.5,15,4,-41.0,-1368.96,58.28
15,150,2,0.5,3,2.5,1.5,15,16,-43.0,-1250.08,58.27
22,150,2,0.5,1,2.5,1.5,13,0,-42.0,-1519.02,65.26
24,120,2,0.5,1,2.0,1.5,13,8,-43.0,-1787.03,69.79
24,150,2,0.5,1,2.5,1.5,12,14,-29.0,-2149.77,49.31
22,140,2,0.5,2,2.0,1.5,10,4,-45.0,-1695.53,65.77
20,140,3,0.5,1,2.5,1.5,15,16,-28.0,-2022.18,53.36
24,120,2,0.5,1,2.5,1.5,14,10,-32.0,-1944.93,58.23
16,120,2,0.5,1,2.5,1.5,11,16,-28.0,-1216.62,105.58
24,140,2,0.5,1,2.0,1.5,14,10,-33.0,-2101.02,56.94
17,140,1,0.5,1,2.0,1.5,15,0,-39.0,-1027.51,44.84
24,150,2,0.5,1,2.0,1.5,13,12,-31.0,-2171.79,56.05
22,100,1,0.5,2,2.5,1.5,12,0,-44.0,-1252.91,59.14
25,150,2,0.5,1,2.5,1.5,15,0,-40.0,-1763.43,55.03
17,110,3,0.5,1,2.5,1.5,15,0,-38.0,-1134.48,43.09
22,150,1,0.5,1,2.0,1.5,15,12,-31.0,-2072.63,44.05
24,120,2,0.5,1,2.0,1.5,11,8,-44.0,-1735.8,70.67
16,110,3,0.5,1,2.5,1.5,15,16,-32.0,-1377.86,84.61
15,150,2,0.5,1,2.5,1.5,10,16,-29.0,-1142.85,111.55
16,100,2,0.5,3,2.5,1.5,11,16,-42.0,-1045.83,56.88
16,140,2,0.5,1,2.5,1.5,11,12,-33.0,-1134.59,99.98
22,150,1,0.5,3,2.0,1.5,13,12,-43.0,-1554.71,33.79
23,150,2,0.5,1,2.5,1.5,15,10,-30.0,-2097.32,47.05
23,140,2,0.5,1,2.5,1.5,12,16,-28.0,-2050.96,46.71
16,120,3,0.5,2,2.5,1.5,13,16,-42.0,-1227.21,62.87
23,130,3,0.5,1,2.5,1.5,12,16,-28.0,-2004.08,51.69
17,100,3,0.5,2,2.0,1.5,11,16,-46.0,-1292.84,63.35
24,120,2,0.5,1,2.0,1.5,10,8,-44.0,-1696.64,71.59
16,120,2,0.5,3,2.5,1.5,14,8,-47.0,-1049.95,46.32
15,150,3,0.5,2,2.0,1.5,13,8,-48.0,-1323.27,54.16
24,130,2,0.5,1,2.0,1.5,14,10,-34.0,-2040.55,58.77
15,140,1,0.5,3,2.0,1.5,13,16,-37.0,-1218.23,55.18
16,150,2,0.5,3,2.5,1.5,15,16,-39.0,-1417.7,61.34
17,110,3,0.5,2,2.0,1.5,15,16,-45.0,-1483.76,66.5
25,110,2,0.5,1,2.5,1.5,13,8,-41.0,-1736.3,66.45
24,130,2,0.5,1,2.0,1.5,12,14,-31.0,-2033.02,55.76
23,140,2,0.5,1,2.0,1.5,14,12,-32.0,-2096.65,60.39
17,100,1,0.5,4,2.0,1.5,11,16,-46.0,-985.27,64.83
24,150,2,0.5,1,2.0,1.5,15,8,-33.0,-2147.14,47.67
23,100,1,0.5,1,2.5,1.5,10,16,-31.0,-1648.58,63.07
20,100,3,0.5,1,2.5,1.5,14,16,-29.0,-1686.44,77.43
22,100,1,0.5,2,2.0,1.5,10,16,-36.0,-1577.9,44.77
15,110,2,0.5,1,2.0,1.5,11,16,-26.0,-1210.52,78.67
21,140,3,0.5,1,2.5,1.5,14,4,-43.0,-1446.0,73.19
25,150,1,0.5,2,2.0,1.5,13,4,-45.0,-1832.66,53.74
22,150,2,0.5,1,2.0,1.5,10,16,-29.0,-1851.29,60.52
22,150,1,0.5,1,2.0,1.5,10,8,-41.0,-1584.7,70.03
15,100,2,0.5,3,2.0,1.5,14,16,-48.0,-1243.79,64.5
25,110,2,0.5,1,2.0,1.5,11,14,-35.0,-1923.13,55.79
17,150,1,0.5,2,2.0,1.5,14,16,-27.0,-1604.7,73.44
16,150,2,0.5,3,2.0,1.5,15,16,-47.0,-1431.88,61.91
22,140,2,0.5,1,2.5,1.5,14,8,-38.0,-1702.17,72.57
18,140,2,0.5,2,2.0,1.5,15,16,-36.0,-1733.98,68.86
16,120,2,0.5,3,2.5,1.5,11,8,-45.0,-1023.48,19.84
17,100,1,0.5,4,2.5,1.5,11,8,-46.0,-869.78,60.98
21,100,1,0.5,3,2.5,1.5,10,16,-41.0,-1302.51,45.98
16,110,3,0.5,2,2.0,1.5,13,16,-47.0,-1308.06,68.7
18,150,3,0.5,1,2.0,1.5,13,8,-45.0,-1376.68,71.85
22,150,3,0.5,1,2.5,1.5,15,0,-40.0,-1559.49,58.79
24,150,1,0.5,2,2.5,1.5,14,10,-33.0,-2032.51,43.18
16,150,2,0.5,1,2.5,1.5,15,16,-25.0,-1574.02,92.34
24,140,2,0.5,1,2.0,1.5,13,12,-32.0,-2103.68,58.53
24,140,1,0.5,2,2.0,1.5,13,12,-36.0,-1945.45,43.31
15,120,1,0.5,3,2.5,1.5,10,4,-45.0,-761.71,71.98
23,120,3,0.5,1,2.5,1.5,13,14,-29.0,-1961.14,61.26
15,110,1,0.5,1,2.0,1.5,11,4,-44.0,-639.59,39.72
20,110,2,0.5,1,2.0,1.5,14,16,-29.0,-1739.97,70.05
15,120,2,0.5,3,2.5,1.5,11,8,-45.0,-942.22,23.37
25,110,1,0.5,2,2.0,1.5,15,6,-45.0,-1781.88,47.05
22,140,1,0.5,3,2.0,1.5,15,12,-40.0,-1760.81,43.5
22,140,3,0.5,1,2.0,1.5,14,14,-31.0,-2107.18,56.15
15,150,2,0.5,3,2.5,1.5,11,16,-43.0,-1060.63,52.89
23,150,1,0.5,2,2.0,1.5,13,14,-33.0,-2013.65,44.15
