X1,X2,X3,X4,X5,X6,X7,X8,X9,COG
23.27,127.2,0.69,0.3,0.5,2.5,1.78,13.99,5.74,20.81
24.97,121.6,0.5,0.55,1.9,2.36,1.63,10.37,4.08,19.24
20.58,136.0,2.07,0.96,1.93,2.31,1.8,12.85,0.05,19.66
24.87,135.8,0.58,0.15,0.6,2.52,1.73,14.42,3.71,19.92
17.33,124.6,0.61,0.86,2.63,2.2,1.52,10.3,2.01,19.51
23.93,120.7,2.54,0.91,0.73,2.52,1.53,11.01,6.75,19.89
18.77,137.9,2.62,0.18,1.89,2.46,1.66,12.96,11.27,20.15
24.76,132.1,2.79,0.03,0.83,2.26,1.73,11.88,5.18,19.78
20.0,122.8,2.65,0.44,1.26,2.52,1.74,14.54,8.31,19.83
20.31,114.6,0.71,0.55,3.73,2.28,1.54,10.51,6.14,19.18
24.45,110.0,1.87,0.86,1.59,2.75,1.76,10.32,8.23,19.6
21.65,98.0,0.51,0.4,3.09,2.0,1.5,10.55,10.02,18.72
24.68,78.0,1.4,0.08,1.98,2.14,1.64,14.01,4.31,20.57
23.54,120.3,2.46,0.93,0.75,2.58,1.59,11.73,6.35,20.67
22.86,88.1,1.42,0.51,1.74,2.16,1.57,10.49,0.29,19.27
24.43,101.4,1.18,0.85,1.38,2.43,1.58,14.74,3.83,19.07
21.95,125.0,1.03,0.18,2.85,2.34,1.5,13.78,2.6,19.41
17.33,126.8,1.86,0.25,3.08,2.24,1.57,10.3,1.63,19.68
20.19,124.6,1.74,0.23,2.66,2.49,1.83,13.72,3.42,20.52
19.27,122.8,0.51,0.64,1.19,2.37,1.69,14.72,8.1,19.07
24.82,106.3,0.5,0.55,2.79,2.78,1.94,13.95,4.23,21.1
24.97,133.0,0.56,0.54,3.03,2.64,1.9,10.34,6.05,20.18
18.28,136.0,1.86,0.58,2.97,2.08,1.57,10.3,0.12,19.58
24.77,110.9,0.66,0.47,2.67,2.51,1.89,12.85,5.38,20.81
24.21,120.3,2.35,0.56,1.14,2.51,1.69,14.6,4.19,19.06
24.55,110.0,1.87,0.86,1.59,2.75,1.76,10.35,8.1,19.83
21.95,125.0,1.03,0.47,2.85,2.65,1.81,13.78,2.6,20.04
15.25,129.4,2.97,0.0,1.71,2.04,1.54,14.39,5.18,20.2
24.66,98.0,0.51,0.52,3.02,2.64,1.91,12.09,6.25,21.32
24.97,121.6,0.5,0.58,1.89,2.31,1.57,10.37,4.08,19.11
19.29,109.5,0.51,0.55,3.2,2.13,1.63,10.31,6.08,19.83
17.36,124.7,1.86,0.86,2.81,2.26,1.58,10.29,2.62,20.23
22.05,134.4,3.18,0.4,0.52,2.49,1.5,10.52,3.94,18.53
20.51,131.2,0.52,0.38,3.9,2.05,1.55,13.63,8.86,19.12
24.68,122.6,1.41,0.08,2.02,2.35,1.64,14.45,3.87,19.5
24.43,102.3,1.17,0.92,2.1,2.24,1.61,13.74,3.87,20.63
17.33,124.7,1.86,0.25,2.81,2.26,1.63,10.3,1.94,19.73
22.05,138.9,1.54,0.4,0.5,2.4,1.56,10.68,8.09,18.85
19.67,114.6,0.5,0.51,1.34,2.06,1.55,10.52,9.9,18.99
24.76,132.1,2.6,0.03,0.83,2.35,1.72,11.88,6.36,20.6
19.3,124.0,0.51,0.21,2.67,2.52,1.98,13.79,3.47,20.96
24.87,135.4,0.58,0.15,2.43,2.52,1.73,14.74,3.39,20.6
24.99,88.3,0.61,0.02,1.9,2.38,1.63,13.93,4.08,20.7
24.95,124.6,1.86,0.85,1.51,2.56,1.58,10.29,1.94,19.24
24.97,133.0,2.51,0.55,0.83,2.36,1.63,10.33,7.7,19.41
