X1,X2,X3,X4,X5,X6,X7,X8,X9,COG
15,110,1,0.5,1,2.0,1.5,12,17,20.48
23,130,2,0.5,1,2.0,1.5,15,17,15.5
17,100,1,0.5,3,2.0,1.5,15,18,13.75
18,130,1,0.5,3,2.5,1.5,10,11,19.95
24,110,1,0.5,2,2.0,1.5,12,15,20.89
24,140,1,0.5,2,2.5,1.5,15,16,18.05
16,100,2,0.5,1,2.0,1.5,11,12,20.7
20,140,2,0.5,1,2.0,1.5,13,15,19.96
17,140,1,0.5,1,2.0,1.5,15,18,13.49
18,140,2,0.5,1,2.0,1.5,11,18,19.08
23,120,1,0.5,1,2.0,1.5,15,16,17.79
15,130,2,0.5,1,2.0,1.5,11,12,20.96
15,100,1,0.5,1,2.0,1.5,10,14,21.0
17,120,1,0.5,3,2.0,1.5,13,15,20.36
24,100,2,0.5,1,2.0,1.5,11,12,20.93
16,100,2,0.5,2,2.0,1.5,11,12,21.0
17,130,2,0.5,3,2.5,1.5,15,18,13.69
19,130,3,0.5,1,2.5,1.5,10,12,20.99
17,120,1,0.5,4,2.5,1.5,15,17,15.73
24,140,1,0.5,1,2.0,1.5,11,16,19.22
19,130,1,0.5,2,2.0,1.5,11,12,20.96
18,100,1,0.5,1,2.0,1.5,12,14,20.72
17,130,2,0.5,1,2.5,1.5,11,13,20.26
23,150,2,0.5,2,2.5,1.5,15,18,13.83
16,140,4,0.5,1,2.5,1.5,14,17,18.43
17,100,1,0.5,3,2.0,1.5,11,18,19.2
23,140,1,0.5,2,2.5,1.5,12,13,19.62
15,150,1,0.5,1,2.0,1.5,11,12,20.75
23,100,1,0.5,2,2.0,1.5,11,13,20.49
24,110,2,0.5,1,2.0,1.5,11,15,19.3
19,140,1,0.5,1,2.5,1.5,12,15,20.71
15,120,1,0.5,4,2.0,1.5,12,13,19.9
22,140,1,0.5,1,2.0,1.5,14,17,18.5
23,100,1,0.5,3,2.5,1.5,11,17,19.42
23,140,1,0.5,2,2.0,1.5,15,18,13.78
24,150,1,0.5,2,2.0,1.5,12,13,19.63
24,130,2,0.5,1,2.0,1.5,10,11,19.89
22,120,1,0.5,1,2.0,1.5,14,17,18.52
23,150,1,0.5,1,2.5,1.5,15,17,15.46
24,120,1,0.5,2,2.0,1.5,13,15,20.22
17,140,2,0.5,3,2.0,1.5,11,12,21.0
17,120,2,0.5,3,2.0,1.5,11,12,21.04
24,140,1,0.5,1,2.0,1.5,15,16,17.88
24,130,1,0.5,1,2.0,1.5,12,13,19.6
17,140,3,0.5,1,2.0,1.5,15,17,15.4
15,130,1,0.5,1,2.0,1.5,11,12,20.81
16,100,1,0.5,2,2.0,1.5,11,13,20.51
21,130,1,0.5,1,2.5,1.5,11,17,19.04
20,140,1,0.5,2,2.0,1.5,14,17,18.48
17,100,1,0.5,4,2.0,1.5,11,12,21.0
24,150,2,0.5,1,2.5,1.5,10,12,21.12
20,130,1,0.5,3,2.0,1.5,12,13,19.51
19,110,2,0.5,2,2.0,1.5,11,12,20.83
23,130,1,0.5,3,2.5,1.5,15,17,15.93
18,140,1,0.5,2,2.0,1.5,11,12,20.94
