X1,X2,X3,X4,X5,X6,X7,X8,COG
25,110,1,0.5,1,2.0,1.5,12,20.17
16,150,1,0.5,3,2.0,1.5,15,19.03
22,150,2,0.5,1,2.0,1.5,15,18.84
16,140,1,0.5,4,2.0,1.5,15,18.82
21,100,3,0.5,1,2.0,1.5,10,20.0
25,120,2,0.5,1,2.0,1.5,11,19.96
22,150,1,0.5,1,2.0,1.5,12,20.17
21,150,1,0.5,3,2.0,1.5,12,20.18
16,150,1,0.5,1,2.0,1.5,11,19.97
16,140,3,0.5,1,2.0,1.5,13,19.78
15,110,1,0.5,3,2.0,1.5,12,20.41
16,150,2,0.5,1,2.0,1.5,10,19.98
25,130,2,0.5,1,2.0,1.5,14,20.09
17,140,2,0.5,3,2.0,1.5,14,20.02
