index, torque
984,-0.00046687127723147784
985,-0.0005560972432074047
986,-0.0010098189001556599
987,-0.002023036191855011
988,-0.0021971240621253196
989,-0.0021933324548280746
990,-0.002199536313866925
991,-0.002014485583188192
992,-0.0014943052067814158
993,-0.001037120128679872
994,-0.00010930529296110337
995,0.0008038893562525635
996,0.001912713874793473
997,0.0024634183184481353
998,0.0026752527429566874
999,0.0032093422040123743
1000,0.003360811757261029
1001,0.0028691614583005315
1002,0.002242891362680309
1003,0.0017686265259007953
1004,0.0006046170034129095
1005,0.00011186285061754971
1006,-0.00037401087713495314
1007,-0.0014442541245453316
1008,-0.0018956168363659183
1009,-0.0020130989574011675
1010,-0.0021250754325081583
1011,-0.002054921206597132
1012,-0.0016542612246320003
1013,-0.001647845431630865
1014,-0.0011764237726665438
1015,-0.0002821211928670709
1016,0.00019468736258377076
1017,0.0007820019484459405
1018,0.0010055726194226223
1019,0.0013943994301597166
1020,0.0012524824352453104
1021,0.0013701966892091795
1022,0.001245167246522267
1023,0.0005510191615961699
1024,4.837748878263595e-05
1025,-0.0006020077176269654
1026,-0.0007928864034021383
1027,-0.001163883514373772
1028,-0.001752623996434667
1029,-0.0017662327955400199
1030,-0.0020044598577079577
1031,-0.002021805129020022
1032,-0.001659018555621694
1033,-0.0015642250837228995
1034,-0.0017119246595985026
1035,-0.0015578672295888261
1036,-0.0011723027401001496
1037,-0.001299231137605214
1038,-0.0008720273686437332
1039,-0.0007944413798228813
1040,-0.0010272231178178116
1041,-0.0004706225293721506
1042,-0.0002886395612985022
1043,-0.0003895241604789413
1044,0.0001592237261344715
1045,4.610415151920489e-05
1046,-0.00022025783141824872
1047,0.000341512830157128
1048,0.0005130411890083889
1049,-0.00012642270217389038
1050,6.312120922790813e-05
1051,0.0004264229757579477
1052,-2.4642350113572478e-05
1053,0.00040142528400911187
1054,0.000797000930446811
1055,0.00017920964144491362
1056,0.000627176469172878
1057,0.001220026465723741
1058,0.0012812596831136432
1059,0.001284001173281321
1060,0.0017073759880876277
1061,0.001968384179315044
1062,0.0018526507986671823
1063,0.0025305508977683184
1064,0.002355584528162886
1065,0.0019355017413150008
1066,0.002013552588607974
1067,0.002124987121343835
1068,0.0018261803907428337
1069,0.001371257447942972
1070,0.001205593343999517
1071,0.0007893131298845192
1072,0.00071366685648634
1073,0.0007485295746091578
1074,0.0006324013349725033
1075,0.000304032188210782
1076,0.0005041721848727822
1077,0.001143821375421222
1078,0.0015462298102322512
1079,0.002228522539594993
1080,0.0027984496137110687
1081,0.0035395110826941115
1082,0.004322331996569318
1083,0.004963912405272955
1084,0.0053180023586519
1085,0.005207101906463176
1086,0.0053658360983734645
1087,0.005410829983958667
1088,0.004859333612703412
1089,0.004735722034000601
1090,0.004486745297150943
1091,0.0037107784513624926
1092,0.0035353215457501743
1093,0.0032306246293353365
1094,0.002259687751045279
1095,0.002115135959712797
1096,0.0017479693040757236
1097,0.0015739378327764603
1098,0.0016730415943615293
1099,0.0018539056372811201
1100,0.002000780009888615
1101,0.002370914760440156
1102,0.0029028099370941736
1103,0.0032545905879109403
1104,0.003478006760852125
1105,0.0034079335037803214
1106,0.003066745864458623
1107,0.002781943890550153
1108,0.002530652629617626
1109,0.0022116221291228963
1110,0.0017333524364265092
1111,0.000780343598787265
1112,0.0005360956633617621
1113,7.58586772039594e-05
1114,-0.0004328673127352682
1115,-0.00012733225960857202
1116,-0.0006980361166725698
1117,-0.0011882288372882862
1118,-0.0007881603749215927
1119,-0.0009115806831436455
1120,-0.0008239897156313168
1121,-0.0007193874261676447
1122,-0.0008045237686422559
1123,-0.0009508986970517992
1124,-0.0005602621655003932
1125,-0.0006033641282000364
1126,-0.0005324545394710612
1127,-0.000555783353742548
1128,-0.0006896005255527554
1129,-0.00044965600954956165
1130,-0.00041094976049087207
1131,-0.0005417317332450594
