X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,ANG,AVG,RIP,COG
23.54,132.4,1.57,0.27,0.76,2.62,1.7,13.75,5.38,14.08,-29.0,-2016.41,62.18,20.26
20.9,128.5,1.33,0.03,2.92,2.37,1.58,10.03,4.99,14.56,-47.0,-1460.46,69.1,19.5
23.77,132.1,2.82,0.53,0.75,2.34,1.76,14.01,4.64,14.56,-31.0,-2089.73,57.26,20.8
22.29,103.2,0.75,0.48,1.81,2.11,1.58,13.12,5.31,13.21,-40.0,-1552.56,49.49,19.87
15.8,137.1,1.8,0.63,0.97,2.16,1.6,10.38,0.09,16.54,-34.0,-932.19,94.97,20.82
23.88,131.9,1.4,0.91,1.21,2.44,1.94,11.74,4.56,14.55,-34.0,-1883.7,66.48,21.34
23.6,135.3,1.91,0.76,1.7,2.14,1.59,10.05,2.62,16.78,-36.0,-1647.58,64.43,20.3
20.29,120.0,2.48,0.29,1.34,2.21,1.51,12.26,6.3,13.47,-42.0,-1574.1,77.68,20.62
16.47,128.8,1.33,0.69,2.29,2.21,1.64,10.43,4.98,14.65,-46.0,-1022.54,59.21,20.49
23.8,125.1,0.54,0.27,3.1,2.06,1.53,14.09,2.13,17.07,-43.0,-1654.98,22.2,18.41
22.46,132.2,0.78,0.42,3.27,2.19,1.66,11.28,0.1,17.5,-37.0,-1401.39,43.35,19.85
22.47,137.5,1.36,0.13,0.57,2.3,1.54,10.43,7.06,12.96,-25.0,-1891.59,64.97,20.05
22.8,129.0,0.5,0.4,3.47,2.25,1.66,10.71,3.86,13.27,-44.0,-1332.07,26.07,21.0
18.15,132.8,0.65,0.14,3.26,2.34,1.55,11.76,9.42,14.76,-36.0,-1484.18,77.74,20.1
20.84,109.9,1.1,0.28,0.5,2.43,1.59,14.81,3.91,15.55,-33.0,-1512.3,61.88,19.22
18.36,124.6,1.99,0.25,1.8,2.11,1.58,14.72,0.49,16.99,-39.0,-1614.01,57.47,16.15
17.89,118.5,1.32,0.48,3.22,2.22,1.71,10.88,1.89,13.16,-48.0,-1249.15,51.67,20.9
23.95,137.1,1.11,0.13,0.97,2.26,1.51,14.74,0.24,16.62,-37.0,-1725.92,48.3,17.19
17.95,125.1,1.38,0.44,1.02,2.24,1.72,11.11,4.97,16.63,-41.0,-1176.68,74.04,21.48
20.19,121.7,1.37,0.33,2.83,2.22,1.69,10.38,2.52,13.8,-48.0,-1412.09,59.92,20.97
24.08,128.7,1.03,0.11,1.36,2.68,1.86,11.04,6.24,11.98,-31.0,-1929.54,62.39,21.81
20.36,125.0,3.29,0.3,0.57,2.66,1.97,14.72,0.34,15.36,-40.0,-1406.32,64.45,19.88
24.67,137.1,2.37,0.1,0.96,2.09,1.51,14.72,0.22,16.79,-37.0,-1824.48,50.79,16.94
18.16,131.4,1.38,0.16,0.59,2.28,1.53,12.1,3.08,15.43,-40.0,-1115.98,70.43,19.38
22.75,118.5,1.33,0.4,0.98,2.37,1.69,11.73,3.99,16.26,-36.0,-1668.27,65.89,21.04
15.8,132.4,1.8,0.53,2.23,2.18,1.68,10.39,0.5,17.17,-39.0,-1194.46,87.6,20.58
23.58,137.5,0.52,0.4,0.52,2.48,1.54,10.2,6.26,13.16,-25.0,-1919.08,62.82,21.48
18.67,118.5,1.34,0.46,3.02,2.22,1.72,10.96,4.8,17.35,-48.0,-1295.95,76.28,21.27
23.2,115.7,0.97,0.41,2.77,2.25,1.66,10.86,3.86,13.3,-46.0,-1545.09,46.55,20.76
19.16,110.2,1.4,0.1,2.31,2.2,1.58,13.02,6.95,14.34,-45.0,-1485.37,70.94,20.46
19.3,137.3,0.94,0.48,3.26,2.22,1.72,10.97,4.8,17.56,-48.0,-1289.62,53.41,21.21
23.77,118.1,2.82,0.53,0.69,2.34,1.76,10.93,1.85,14.56,-43.0,-1520.76,79.51,20.53
22.59,134.7,0.88,0.7,0.57,2.84,1.9,10.2,7.06,13.15,-25.0,-1934.67,68.73,20.35
20.9,132.9,1.17,0.03,2.13,2.13,1.51,10.04,4.98,15.45,-46.0,-1511.1,77.01,19.1
23.13,80.8,2.53,0.48,1.01,2.07,1.57,12.36,0.09,12.47,-45.0,-1486.9,76.2,19.05
22.7,129.7,1.41,0.27,1.12,2.58,1.9,12.22,3.38,16.92,-36.0,-1737.57,64.64,20.88
23.81,129.7,0.57,0.27,0.75,2.68,1.76,14.23,4.61,14.58,-25.0,-1972.19,54.73,20.7
23.8,132.6,2.82,0.27,0.73,2.23,1.53,14.13,4.62,14.58,-32.0,-2029.93,57.16,20.39
22.67,101.4,0.76,0.77,1.81,2.42,1.88,13.12,5.24,13.21,-37.0,-1581.27,53.31,20.59
21.82,128.7,1.36,0.05,2.08,2.17,1.51,12.22,4.04,15.0,-46.0,-1661.29,72.62,20.91
22.62,137.5,2.79,0.7,0.54,2.51,1.54,10.06,7.07,13.16,-25.0,-1889.77,63.81,19.81
18.23,128.8,2.45,0.69,2.14,2.47,1.65,10.19,4.97,14.9,-45.0,-1226.47,86.45,19.74
23.13,80.8,2.66,0.51,1.0,2.06,1.56,12.36,0.09,12.47,-45.0,-1485.26,76.18,19.2
19.03,130.3,1.08,0.48,3.45,2.16,1.66,10.96,4.8,13.16,-48.0,-1277.35,29.82,21.3
23.76,137.5,2.74,0.7,0.81,2.12,1.54,10.01,4.65,14.58,-31.0,-1861.18,65.48,20.06
17.89,118.5,0.78,0.14,3.3,2.21,1.71,10.97,0.2,17.48,-40.0,-1308.15,69.96,20.01
19.15,128.5,1.35,0.91,2.05,2.38,1.51,10.17,5.04,17.36,-38.0,-1296.64,78.87,19.13
20.86,132.8,1.99,0.02,2.11,2.52,1.9,11.89,5.23,14.64,-46.0,-1703.54,85.84,21.1
24.16,137.1,1.52,0.91,1.18,2.49,1.74,11.89,6.86,11.98,-26.0,-2064.45,50.66,20.1
24.1,125.1,0.5,0.44,3.24,2.37,1.86,10.96,4.62,14.28,-44.0,-1539.39,29.03,21.47
20.22,118.5,2.17,0.25,0.6,2.49,1.97,14.23,0.29,17.41,-33.0,-1444.71,62.34,18.33
16.47,128.8,1.33,0.69,2.29,2.21,1.64,10.2,4.98,14.65,-46.0,-1016.59,60.02,19.74
22.52,127.8,1.03,0.68,1.28,2.47,1.65,12.96,7.42,13.06,-25.0,-1955.87,53.2,19.97
17.91,136.8,1.27,0.48,3.29,2.16,1.66,10.7,3.49,12.96,-48.0,-1264.63,40.17,20.72
23.77,132.2,2.9,0.54,0.75,2.35,1.77,14.77,2.61,16.62,-30.0,-1937.78,45.45,17.54
16.74,131.7,1.28,0.28,3.27,2.07,1.57,14.33,8.62,14.7,-47.0,-1414.17,54.44,20.11
20.2,133.2,1.98,0.25,1.79,2.82,1.97,14.72,5.2,17.13,-37.0,-1834.19,55.4,17.32
18.67,120.1,1.34,0.46,3.02,2.22,1.72,10.72,4.8,17.38,-48.0,-1299.02,76.66,21.04
23.01,137.1,2.54,0.48,0.55,2.07,1.57,12.43,7.26,12.61,-28.0,-2071.55,56.7,20.52
18.29,138.1,0.57,0.69,2.05,2.59,1.65,10.01,4.99,14.58,-36.0,-1193.18,95.9,19.78
15.84,132.4,1.77,0.25,2.24,2.18,1.6,10.47,4.18,17.93,-48.0,-1170.82,73.8,20.61
23.69,108.8,1.04,0.35,1.75,2.67,1.71,14.42,2.07,17.03,-37.0,-1643.64,43.88,18.34
22.7,119.3,1.36,0.26,2.08,2.71,1.9,12.2,4.02,16.28,-41.0,-1663.3,67.98,21.87
24.16,101.6,1.68,0.02,1.09,2.61,1.86,11.04,6.85,11.91,-35.0,-1839.78,62.34,20.16
20.86,124.4,2.2,0.02,1.89,2.1,1.57,11.74,5.23,16.91,-44.0,-1715.21,74.98,20.03
17.09,128.9,0.5,0.12,1.37,2.25,1.66,12.85,3.86,16.86,-37.0,-1137.24,83.98,20.3
22.3,138.7,0.76,0.12,1.37,2.37,1.62,12.81,4.34,16.36,-36.0,-1785.36,48.04,20.16
19.29,119.2,1.1,0.48,3.08,2.22,1.72,10.96,1.74,13.16,-48.0,-1296.18,42.79,21.04
17.13,123.9,2.79,0.03,1.99,2.04,1.52,14.01,5.74,14.59,-48.0,-1563.58,73.36,19.31
24.05,132.8,1.32,0.09,1.06,2.61,1.86,10.98,0.69,11.98,-44.0,-1645.68,73.67,20.8
17.2,136.8,0.55,0.42,3.29,2.43,1.66,11.29,2.9,15.8,-48.0,-998.76,47.41,21.15
23.8,127.5,1.59,0.9,1.98,2.41,1.54,13.04,1.84,17.36,-31.0,-1672.27,54.91,18.99
18.23,128.9,2.41,0.36,0.52,2.47,1.65,10.19,4.98,14.9,-39.0,-1192.73,82.34,19.84
18.63,118.5,0.55,0.46,3.1,2.22,1.72,10.92,4.8,17.71,-48.0,-1128.13,49.97,21.15
18.08,128.8,0.5,0.27,3.3,2.18,1.64,14.18,4.62,14.61,-48.0,-1266.82,26.63,20.52
23.81,132.3,2.82,0.02,0.75,2.68,1.75,14.01,4.61,14.58,-31.0,-2046.52,57.91,20.79
23.87,137.1,3.29,0.27,0.5,2.18,1.51,14.71,2.51,16.62,-28.0,-1916.34,42.62,16.87
16.19,133.2,1.13,0.27,1.26,2.1,1.6,11.33,5.05,14.27,-30.0,-1288.01,92.76,21.42
23.95,137.1,1.11,0.13,0.97,2.6,1.85,11.08,2.43,16.62,-34.0,-1704.21,62.43,21.0
20.86,138.1,2.02,0.02,2.13,2.28,1.66,11.89,5.23,16.91,-42.0,-1797.46,71.86,19.91
20.22,130.0,1.99,0.65,1.8,2.8,1.97,14.68,0.46,17.08,-34.0,-1475.14,51.32,17.06
17.28,123.9,1.55,0.02,2.57,2.08,1.57,13.81,9.07,14.09,-41.0,-1584.12,68.14,20.12
18.82,137.1,1.06,0.13,0.91,2.09,1.51,14.71,2.56,16.68,-40.0,-1375.9,43.63,16.67
23.78,131.9,1.4,0.91,1.29,2.44,1.94,11.74,4.56,14.55,-34.0,-1866.4,67.24,21.28
22.93,117.8,0.5,0.4,3.27,2.31,1.72,10.86,3.86,13.27,-45.0,-1415.98,31.18,20.91
22.64,132.2,1.25,0.41,2.77,2.29,1.74,11.27,3.82,13.18,-46.0,-1608.69,60.31,20.13
24.03,134.3,2.45,0.68,1.07,2.47,1.65,13.07,1.77,14.9,-41.0,-1648.45,67.7,20.39
20.9,138.2,1.31,0.02,2.13,2.54,1.91,10.04,4.98,16.83,-43.0,-1619.11,80.23,19.92
24.18,132.8,3.17,0.12,0.5,2.26,1.51,14.71,2.2,16.62,-28.0,-1853.84,43.7,17.51
17.94,132.8,1.13,0.1,1.03,2.46,1.72,11.04,4.9,11.98,-34.0,-1258.05,85.57,20.18
18.77,124.9,1.01,0.46,1.8,2.46,1.83,14.56,3.49,17.08,-43.0,-1313.57,36.89,17.43
23.81,110.7,3.34,0.35,0.5,2.69,1.71,14.82,3.88,15.31,-32.0,-1838.7,56.79,19.45
17.18,118.5,0.61,0.4,3.22,2.12,1.62,10.88,1.91,16.82,-47.0,-1068.23,49.55,19.85
23.95,137.0,1.03,0.12,0.97,2.26,1.51,13.98,0.26,14.56,-42.0,-1701.19,54.21,19.29
23.51,120.3,2.82,0.5,0.73,2.66,1.74,14.04,2.71,16.78,-30.0,-1756.61,51.2,19.79
18.28,128.8,2.46,0.69,2.09,2.39,1.64,10.05,0.3,14.56,-42.0,-1206.26,68.5,21.19
16.49,118.5,1.28,0.53,3.25,2.02,1.52,14.6,8.62,16.73,-47.0,-1370.18,50.02,17.04
22.59,81.0,2.71,0.7,1.06,2.02,1.52,10.2,7.06,13.16,-40.0,-1559.06,68.82,19.48
22.76,128.2,2.42,0.69,0.61,2.46,1.54,10.35,7.05,13.19,-25.0,-1870.6,64.82,19.8
23.54,132.4,1.03,0.27,0.76,2.62,1.7,13.75,5.38,14.01,-27.0,-2008.23,58.63,20.21
20.9,134.0,1.17,0.03,2.14,2.14,1.51,10.37,5.19,15.45,-46.0,-1530.57,75.91,19.74
18.97,136.4,1.35,0.13,3.28,2.18,1.51,14.26,6.62,17.39,-45.0,-1609.89,58.3,17.53
20.29,119.9,1.11,0.29,1.27,2.21,1.51,13.08,9.24,13.47,-26.0,-1891.83,60.71,19.36
18.36,137.8,0.78,0.25,1.8,2.52,1.91,14.88,0.49,16.99,-36.0,-1343.75,39.48,16.58
22.3,138.6,1.52,0.4,2.31,2.32,1.62,10.69,4.34,16.29,-39.0,-1701.15,70.87,20.14
20.86,137.6,0.8,0.11,3.3,2.51,1.9,11.95,4.35,16.91,-47.0,-1468.08,46.63,21.35
20.9,132.9,1.2,0.02,2.13,2.34,1.72,10.0,4.98,15.44,-46.0,-1509.17,80.93,19.84
24.16,132.8,1.4,0.91,2.04,2.02,1.52,13.03,3.64,14.24,-43.0,-1773.39,56.82,20.28
22.7,118.4,1.35,0.67,1.27,2.58,1.9,12.22,3.91,16.39,-36.0,-1658.9,63.81,21.82
23.77,132.3,2.85,0.53,0.96,2.09,1.51,14.01,2.4,16.83,-31.0,-1878.24,47.41,18.61
19.3,137.3,0.94,0.48,3.26,2.22,1.72,10.97,4.8,17.28,-48.0,-1298.85,52.74,21.25
20.13,121.6,1.99,0.26,1.79,2.6,1.98,10.56,4.8,17.29,-45.0,-1444.85,85.13,21.37
17.89,118.5,1.33,0.48,3.22,2.22,1.71,10.88,4.95,13.16,-48.0,-1238.4,44.12,21.29
20.21,125.0,1.01,0.25,1.8,2.68,1.97,14.72,0.16,17.44,-33.0,-1488.07,37.67,16.93
17.93,118.5,1.1,0.5,3.22,2.22,1.71,11.04,7.28,12.99,-46.0,-1228.97,35.93,21.34
22.69,132.2,0.74,0.4,3.27,2.25,1.66,10.69,0.1,17.5,-37.0,-1364.12,41.07,20.29
22.13,137.5,1.46,0.69,0.62,2.48,1.51,10.06,7.07,13.16,-25.0,-1823.07,66.0,19.71
23.83,109.8,1.39,0.68,2.17,2.66,1.71,14.82,3.85,15.31,-39.0,-1736.22,52.66,19.45
23.84,125.1,0.52,0.27,3.02,2.04,1.53,14.13,2.08,17.08,-43.0,-1697.32,23.39,18.41
23.97,137.1,1.44,0.69,2.08,2.27,1.53,11.42,4.45,14.58,-36.0,-1857.73,63.11,20.37
24.15,101.6,1.68,0.27,1.22,2.62,1.87,11.04,6.85,11.91,-35.0,-1833.77,62.0,20.15
22.7,118.5,1.17,0.12,2.84,2.66,1.91,12.23,2.44,16.26,-45.0,-1562.28,63.28,21.33
20.29,119.9,0.82,0.29,3.38,2.21,1.51,12.97,9.24,13.47,-37.0,-1577.59,55.1,18.9
23.11,125.1,1.38,0.42,1.05,2.07,1.57,10.96,4.8,14.28,-39.0,-1736.23,75.4,21.19
17.22,137.4,0.51,0.4,3.28,2.49,1.9,10.87,3.86,16.22,-48.0,-1030.6,45.55,20.82
19.16,110.2,1.39,0.1,2.32,2.22,1.72,13.02,7.8,14.35,-43.0,-1564.89,72.45,21.16
20.19,123.7,1.06,0.33,1.86,2.24,1.69,10.38,2.52,13.8,-46.0,-1302.84,57.36,20.88
22.94,115.7,0.93,0.41,0.51,2.45,1.86,10.88,3.86,13.27,-39.0,-1491.77,80.23,21.28
22.58,133.2,1.85,0.27,1.93,2.1,1.6,10.87,5.05,14.27,-44.0,-1793.66,79.15,21.14
23.69,107.9,1.35,0.35,2.5,2.68,1.71,14.82,2.28,17.03,-39.0,-1670.93,46.15,16.46
24.94,115.7,0.85,0.41,2.73,2.25,1.66,10.86,3.86,13.27,-45.0,-1637.51,41.34,20.68
16.54,129.6,0.5,0.4,3.46,2.22,1.63,11.32,3.86,13.27,-48.0,-1005.63,50.69,19.86
18.08,117.9,1.5,0.27,3.3,2.08,1.58,14.19,4.42,14.64,-48.0,-1474.71,58.15,19.82
24.09,124.9,2.81,0.27,0.79,2.5,1.76,13.87,1.32,17.11,-30.0,-1718.02,55.31,19.97
20.17,109.9,1.04,0.35,1.76,2.34,1.71,14.68,3.59,17.03,-44.0,-1416.88,46.02,16.83
16.43,120.7,0.5,0.43,3.56,2.05,1.55,14.55,3.86,16.87,-48.0,-1162.13,42.47,17.79
24.68,137.1,0.64,0.1,0.96,2.11,1.52,14.78,0.22,16.62,-38.0,-1748.34,43.12,17.37
20.9,132.9,1.33,0.03,2.13,2.54,1.91,12.95,4.98,14.56,-46.0,-1638.73,71.19,21.28
22.59,132.8,2.02,0.67,0.57,2.48,1.54,10.2,7.06,13.2,-25.0,-1862.52,63.32,19.57
17.15,123.9,1.99,0.03,2.13,2.04,1.52,14.1,5.24,14.59,-48.0,-1516.08,70.95,20.42
23.79,125.1,0.52,0.13,3.1,2.06,1.53,14.09,2.13,17.07,-44.0,-1685.26,21.78,18.4
23.69,108.8,1.04,0.13,0.98,2.69,1.73,14.43,2.06,17.03,-33.0,-1638.21,48.15,18.23
22.58,127.8,1.85,0.67,1.93,2.1,1.6,10.71,5.05,13.06,-44.0,-1674.67,74.7,20.72
23.8,132.3,2.82,0.27,0.77,2.68,1.76,14.01,4.62,14.58,-30.0,-2044.09,57.85,20.88
24.77,125.1,0.5,0.44,3.12,2.35,1.84,10.96,3.95,14.28,-44.0,-1533.07,29.45,20.57
23.83,128.4,0.53,0.27,3.02,2.04,1.53,14.13,2.08,14.67,-45.0,-1642.75,20.41,18.59
23.69,107.9,1.12,0.35,2.74,2.68,1.71,14.82,2.27,17.04,-39.0,-1662.24,40.21,16.71
22.7,119.3,1.91,0.26,2.08,2.44,1.9,14.77,4.02,16.28,-43.0,-1890.67,64.75,18.86
18.35,124.6,0.6,0.25,1.8,2.11,1.58,14.72,0.47,16.37,-38.0,-1268.52,37.41,17.28
22.87,137.4,0.94,0.48,2.78,2.25,1.66,10.71,3.86,13.2,-45.0,-1559.25,45.31,21.04
23.84,130.3,0.5,0.45,3.3,2.44,1.66,10.96,4.8,13.16,-42.0,-1427.78,30.87,21.19
17.16,132.9,1.33,0.39,2.13,2.28,1.66,10.04,3.48,14.56,-47.0,-1076.09,65.45,20.88
24.12,137.1,1.41,0.9,1.13,2.27,1.52,11.73,0.13,11.98,-44.0,-1604.44,74.04,20.14
24.62,125.1,0.5,0.44,3.14,2.37,1.86,10.81,4.1,14.28,-44.0,-1529.06,31.17,20.92
22.39,119.1,1.36,0.33,2.08,2.71,1.9,10.4,4.02,13.91,-44.0,-1489.25,72.73,21.76
22.52,127.8,1.03,0.68,1.28,2.47,1.65,12.96,7.01,13.47,-25.0,-1942.8,54.72,19.73
18.36,124.6,1.99,0.25,1.8,2.11,1.58,14.72,0.59,16.99,-39.0,-1612.48,58.63,16.28
22.1,125.1,0.54,0.27,3.1,2.06,1.52,14.09,3.47,17.43,-46.0,-1594.35,24.49,18.05
20.97,128.7,1.35,0.03,2.92,2.41,1.58,10.03,5.0,14.26,-46.0,-1477.15,68.37,19.53
17.97,115.5,1.38,0.43,3.22,2.16,1.66,10.95,4.8,13.16,-48.0,-1274.44,46.82,21.23
20.28,125.0,1.01,0.13,1.82,2.68,1.97,14.24,5.31,17.41,-38.0,-1720.66,47.07,18.89
23.82,129.6,0.5,0.13,3.3,2.26,1.67,10.87,3.83,13.32,-45.0,-1486.6,17.89,20.75
22.91,132.1,0.5,0.4,3.47,2.34,1.76,10.86,4.9,14.98,-43.0,-1390.22,43.88,21.4
22.64,132.2,1.25,0.12,2.77,2.29,1.74,11.27,3.86,16.36,-46.0,-1658.24,74.37,19.82
20.83,133.6,1.14,0.02,3.22,2.5,1.88,11.89,5.23,14.64,-47.0,-1562.92,61.12,21.01
20.22,128.0,2.01,0.46,1.83,2.48,1.97,14.25,3.72,17.22,-45.0,-1619.08,68.27,18.68
18.53,115.7,1.06,0.39,2.71,2.23,1.65,12.25,4.12,13.27,-47.0,-1250.91,35.15,20.84
23.8,132.3,2.82,0.7,0.72,2.7,1.77,14.01,4.31,14.89,-29.0,-1986.97,55.4,20.44
22.39,117.8,0.53,0.4,3.27,2.28,1.69,10.85,3.86,13.27,-46.0,-1396.31,32.74,20.9
18.08,128.8,0.56,0.28,3.3,2.16,1.62,14.18,4.63,14.61,-48.0,-1266.64,23.41,20.31
23.88,104.9,0.5,0.35,1.76,2.68,1.71,14.82,1.0,17.06,-36.0,-1525.15,39.84,16.46
24.5,130.1,1.99,0.02,1.7,2.81,1.98,14.0,0.46,17.08,-37.0,-1771.68,55.54,19.59
20.9,133.2,1.17,0.03,2.12,2.13,1.51,10.04,5.05,14.24,-46.0,-1522.9,72.01,19.24
24.16,108.8,1.3,0.32,1.19,2.68,1.71,14.42,1.97,16.43,-38.0,-1634.19,49.94,19.05
16.91,129.3,0.56,0.12,3.22,2.18,1.64,10.97,8.34,13.18,-36.0,-1316.22,67.17,20.49
20.93,132.9,1.17,0.03,2.14,2.13,1.51,10.04,4.98,15.45,-46.0,-1549.02,76.07,19.02
18.51,132.3,1.01,0.46,1.8,2.46,1.83,14.22,4.48,14.71,-43.0,-1307.84,43.77,20.77
23.74,130.0,1.99,0.66,1.8,2.92,1.96,14.82,0.46,17.08,-34.0,-1642.11,52.1,16.76
17.11,136.2,1.28,0.52,3.25,2.17,1.55,10.53,8.62,16.76,-42.0,-1345.34,71.46,20.05
17.2,136.8,1.49,0.4,3.29,2.4,1.65,10.62,3.8,16.79,-48.0,-1109.04,64.06,20.51
24.12,123.9,1.5,0.03,1.99,2.05,1.53,12.13,4.29,14.59,-45.0,-1898.28,68.71,20.85
22.5,128.6,1.09,0.68,1.28,2.47,1.65,10.08,7.44,13.06,-25.0,-1852.28,64.09,20.91
20.86,137.5,2.27,0.02,2.08,2.52,1.9,11.89,5.23,14.64,-45.0,-1739.1,86.38,21.12
19.23,137.0,1.03,0.13,0.97,2.24,1.51,10.57,0.33,14.56,-42.0,-1103.97,71.68,20.41
20.84,138.1,2.82,0.07,1.29,2.28,1.65,11.8,5.25,16.91,-35.0,-1839.67,62.69,20.1
18.83,139.9,1.09,0.27,0.91,2.09,1.51,14.71,2.56,16.68,-40.0,-1390.45,43.07,16.85
24.2,137.0,1.06,0.35,1.74,2.26,1.51,14.7,2.22,16.57,-37.0,-1879.27,42.73,17.57
22.52,133.2,1.03,0.28,1.28,2.47,1.65,13.12,6.21,14.27,-29.0,-1946.57,59.74,20.9
23.8,132.6,2.82,0.27,0.62,2.26,1.53,14.13,4.62,14.58,-31.0,-2044.2,55.61,20.32
23.8,136.3,0.5,0.28,3.3,2.1,1.55,14.01,4.3,14.58,-43.0,-1530.74,22.18,19.41
20.91,125.2,1.32,0.03,2.92,2.37,1.58,10.03,4.99,16.97,-45.0,-1461.34,73.08,19.29
24.94,115.7,0.84,0.41,2.49,2.25,1.66,10.86,3.86,13.26,-45.0,-1645.52,43.68,20.74
20.22,128.0,1.36,0.66,2.06,2.76,1.97,12.18,4.72,17.22,-38.0,-1519.46,63.04,20.74
17.19,118.5,1.79,0.4,3.22,2.12,1.62,10.88,1.93,15.87,-48.0,-1278.45,80.29,19.88
19.23,126.2,0.51,0.4,3.25,2.22,1.72,10.97,4.8,17.62,-48.0,-1210.44,48.2,21.27
19.31,137.1,3.29,0.16,0.5,2.01,1.51,14.71,2.51,16.62,-39.0,-1470.77,55.73,16.85
20.94,136.8,0.55,0.04,3.29,2.68,1.91,10.7,5.01,16.62,-44.0,-1412.1,48.62,21.55
24.91,132.8,2.08,0.11,0.97,2.49,1.73,14.71,1.47,16.62,-32.0,-1894.03,46.17,17.3
20.19,121.9,1.37,0.26,3.0,2.22,1.69,12.18,2.52,16.17,-47.0,-1495.11,70.65,20.81
18.77,124.9,1.01,0.46,1.8,2.44,1.83,14.56,3.49,17.08,-43.0,-1323.53,37.79,17.46
20.86,138.1,2.02,0.02,2.13,2.29,1.66,11.89,5.23,16.91,-41.0,-1820.55,72.33,19.88
23.77,137.5,2.79,0.8,0.57,2.48,1.53,10.2,2.18,12.8,-43.0,-1558.57,81.01,21.26
20.34,137.1,0.92,0.48,3.26,2.21,1.71,10.97,4.79,17.83,-45.0,-1386.6,53.74,21.19
23.8,137.1,0.51,0.27,3.29,2.06,1.53,14.61,4.5,14.7,-41.0,-1594.92,24.65,19.98
23.59,125.1,1.38,0.43,2.23,2.22,1.72,10.96,4.8,14.28,-44.0,-1762.62,70.14,21.47
18.91,137.2,1.35,0.25,3.26,2.32,1.51,14.72,0.53,17.08,-39.0,-1473.77,46.15,16.02
22.93,137.1,1.06,0.4,0.97,2.26,1.51,14.71,2.59,16.36,-35.0,-1781.59,51.17,17.38
23.41,138.7,1.52,0.41,1.37,2.33,1.62,12.82,4.3,13.35,-41.0,-1819.14,69.1,20.56
17.96,118.5,1.95,0.5,2.11,2.22,1.72,11.04,7.28,12.99,-44.0,-1372.05,78.06,21.42
18.77,118.4,2.16,0.66,0.6,2.33,1.83,14.74,4.52,17.41,-37.0,-1468.38,54.61,16.25
23.19,137.1,0.95,0.14,0.91,2.1,1.52,14.71,2.56,16.68,-36.0,-1850.78,49.64,16.83
18.26,131.3,1.35,0.27,2.11,2.39,1.58,10.05,4.98,14.56,-45.0,-1194.42,65.25,19.42
19.29,118.5,0.5,0.51,3.26,2.22,1.72,10.97,4.8,13.16,-47.0,-1167.51,34.28,21.38
16.45,120.1,1.24,0.51,3.25,2.05,1.55,14.36,8.61,16.76,-46.0,-1367.62,51.31,17.97
22.77,124.0,1.4,0.11,2.09,2.63,1.88,10.95,5.72,14.51,-39.0,-1789.22,71.56,21.0
17.16,129.6,1.08,0.4,3.46,2.22,1.63,11.32,3.66,14.44,-48.0,-1169.38,52.47,20.37
22.58,132.9,1.85,0.27,2.08,2.1,1.6,11.52,4.95,15.48,-41.0,-1855.1,73.19,20.83
23.69,132.8,1.06,0.13,1.74,2.6,1.84,11.13,7.07,11.87,-31.0,-1960.29,52.26,19.99
23.69,107.9,1.35,0.37,2.5,2.68,1.71,14.82,2.25,17.03,-39.0,-1661.74,45.35,16.63
16.54,129.6,1.69,0.4,3.46,2.22,1.63,11.32,3.86,13.27,-48.0,-1223.45,57.39,19.72
23.83,125.1,0.54,0.26,2.07,2.37,1.55,14.15,2.1,17.07,-38.0,-1709.57,34.47,18.41
20.79,137.6,1.35,0.13,2.77,2.49,1.9,14.13,4.8,17.41,-44.0,-1772.79,59.86,19.11
16.92,123.9,2.79,0.02,1.99,2.04,1.52,14.01,5.77,14.59,-48.0,-1539.67,74.05,19.23
22.58,133.2,0.51,0.27,1.93,2.1,1.6,10.87,4.69,14.27,-43.0,-1597.67,53.03,20.97
22.67,119.3,0.64,0.27,3.11,2.41,1.88,12.14,4.02,16.28,-47.0,-1524.06,40.44,21.68
19.04,137.2,0.8,0.11,3.3,2.31,1.51,12.06,4.35,16.91,-48.0,-1289.74,35.6,20.48
18.06,129.0,0.53,0.27,3.35,2.35,1.83,14.18,4.62,14.61,-48.0,-1268.06,21.14,20.98
23.97,123.9,1.42,0.14,2.12,2.28,1.52,13.58,4.24,14.78,-42.0,-1892.88,62.81,19.49
24.68,137.1,2.37,0.1,1.19,2.1,1.52,14.72,0.17,16.79,-37.0,-1853.23,50.33,17.04
23.77,117.3,2.82,0.48,0.75,2.34,1.76,14.01,4.62,14.56,-34.0,-1942.09,63.41,21.12
20.15,133.1,1.93,0.02,2.1,2.52,1.9,11.89,5.23,17.19,-44.0,-1671.7,79.41,20.5
24.2,104.9,1.06,0.35,2.03,2.46,1.51,14.7,2.23,16.57,-40.0,-1639.94,41.08,17.49
23.77,136.2,0.5,0.52,3.3,2.31,1.76,14.01,4.3,14.56,-40.0,-1554.53,33.68,19.87
20.21,109.8,2.14,0.68,1.76,2.34,1.71,14.46,4.67,17.13,-43.0,-1550.36,59.14,17.7
23.01,137.1,3.28,0.27,0.5,2.18,1.51,10.94,4.87,13.12,-35.0,-1801.01,79.83,21.04
22.67,119.1,2.79,0.27,0.51,2.8,1.88,12.47,4.02,14.6,-38.0,-1636.32,77.15,22.18
