X1,X2,X3,X4,X5,X6,X7,X8,X9,COG
16,120,2,0.5,1,2.5,1.5,11,8,20.13
16,120,2,0.5,3,2.5,1.5,10,6,19.81
24,140,1,0.5,1,2.0,1.5,14,10,19.96
25,140,2,0.5,1,2.0,1.5,10,4,20.04
22,150,2,0.5,2,2.0,1.5,14,14,19.89
22,120,2,0.5,2,2.0,1.5,10,16,20.16
24,140,2,0.5,1,2.0,1.5,11,16,19.99
24,100,1,0.5,2,2.5,1.5,12,14,20.25
23,140,3,0.5,1,2.5,1.5,15,10,20.13
21,150,2,0.5,2,2.5,1.5,15,8,19.1
17,140,2,0.5,1,2.5,1.5,15,0,18.89
18,140,2,0.5,2,2.0,1.5,11,12,19.97
16,120,2,0.5,3,2.5,1.5,11,16,19.99
25,140,2,0.5,1,2.5,1.5,12,12,20.36
16,140,1,0.5,2,2.5,1.5,15,16,19.2
21,100,1,0.5,2,2.0,1.5,12,16,20.57
15,150,1,0.5,3,2.0,1.5,13,16,19.84
15,150,2,0.5,1,2.5,1.5,15,16,18.71
16,150,2,0.5,3,2.5,1.5,11,16,19.92
15,140,1,0.5,3,2.5,1.5,13,16,20.03
24,140,2,0.5,1,2.0,1.5,13,12,20.02
24,140,2,0.5,1,2.5,1.5,10,12,20.06
17,140,3,0.5,2,2.0,1.5,15,16,19.2
15,150,2,0.5,1,2.0,1.5,15,16,19.04
25,140,2,0.5,1,2.0,1.5,15,6,20.16
25,110,2,0.5,1,2.5,1.5,11,14,20.34
24,120,2,0.5,1,2.5,1.5,11,16,20.0
22,140,2,0.5,2,2.0,1.5,15,8,19.05
22,120,1,0.5,1,2.0,1.5,13,16,20.0
21,140,3,0.5,1,2.0,1.5,13,16,19.84
21,150,1,0.5,3,2.5,1.5,10,12,20.13
15,110,2,0.5,2,2.5,1.5,11,16,20.08
18,110,2,0.5,2,2.5,1.5,11,16,20.16
23,110,2,0.5,2,2.5,1.5,11,16,20.1
15,150,3,0.5,1,2.5,1.5,15,16,18.67
16,150,3,0.5,2,2.5,1.5,13,16,19.96
22,150,1,0.5,1,2.0,1.5,13,12,19.99
15,150,1,0.5,3,2.0,1.5,11,4,20.1
25,150,2,0.5,1,2.5,1.5,13,8,20.0
23,150,2,0.5,2,2.5,1.5,14,12,20.24
21,140,3,0.5,1,2.5,1.5,14,4,20.02
16,140,2,0.5,3,2.0,1.5,14,16,20.0
21,130,1,0.5,3,2.0,1.5,15,14,20.02
21,150,2,0.5,1,2.0,1.5,12,16,20.49
20,110,3,0.5,1,2.5,1.5,15,0,18.78
16,140,1,0.5,3,2.0,1.5,12,16,20.31
20,120,3,0.5,1,2.5,1.5,15,16,18.63
24,110,1,0.5,1,2.0,1.5,13,12,19.99
24,110,2,0.5,1,2.0,1.5,13,12,20.01
15,110,1,0.5,1,2.0,1.5,11,12,20.17
16,110,3,0.5,2,2.5,1.5,15,16,19.0
16,140,2,0.5,3,2.0,1.5,15,16,18.71
20,150,1,0.5,3,2.5,1.5,15,8,19.1
23,140,2,0.5,2,2.5,1.5,12,16,20.24
25,120,2,0.5,1,2.5,1.5,15,6,20.14
16,120,2,0.5,3,2.5,1.5,15,8,18.86
16,110,3,0.5,2,2.0,1.5,15,16,19.0
16,120,2,0.5,1,2.5,1.5,15,14,20.08
18,140,3,0.5,1,2.0,1.5,15,16,18.82
25,120,2,0.5,1,2.0,1.5,13,10,20.44
22,150,2,0.5,2,2.0,1.5,13,16,19.9
24,140,2,0.5,1,2.5,1.5,14,10,19.81
24,150,2,0.5,1,2.0,1.5,11,12,19.97
25,150,1,0.5,2,2.0,1.5,13,8,20.07
20,120,1,0.5,1,2.5,1.5,15,12,19.04
15,130,2,0.5,3,2.5,1.5,11,16,20.01
15,150,1,0.5,3,2.5,1.5,15,10,19.91
24,150,2,0.5,1,2.0,1.5,10,16,20.15
15,130,2,0.5,1,2.0,1.5,12,16,20.3
17,100,3,0.5,1,2.5,1.5,10,16,20.09
