X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,ANG,AVG,RIP
15,150,2,0.5,1,2.0,1.5,15,17,2,0,-35.0,-1203.81,63.97
22,120,1,0.5,3,2.0,1.5,13,15,8,6,-45.0,-1537.67,57.46
15,130,2,0.5,1,2.5,1.5,12,15,16,13,-48.0,-929.84,144.67
15,110,1,0.5,2,2.0,1.5,14,17,7,4,-45.0,-869.64,95.35
18,120,1,0.5,2,2.0,1.5,11,13,14,12,-47.0,-1303.11,33.12
15,140,1,0.5,4,2.5,1.5,14,15,0,1,-44.0,-873.44,125.27
16,120,2,0.5,1,2.0,1.5,12,15,3,0,-41.0,-981.44,87.88
24,100,1,0.5,2,2.5,1.5,13,15,6,4,-45.0,-1400.3,92.83
22,130,3,0.5,1,2.0,1.5,12,18,2,0,-35.0,-1461.75,90.53
15,120,1,0.5,1,2.0,1.5,12,13,16,15,-48.0,-1044.11,82.17
15,150,3,0.5,1,2.0,1.5,12,15,3,0,-42.0,-1136.92,84.42
15,140,1,0.5,4,2.0,1.5,14,17,14,11,-48.0,-1131.94,143.92
17,150,3,0.5,2,2.0,1.5,14,16,10,8,-47.0,-1411.05,42.74
17,100,3,0.5,2,2.5,1.5,10,16,8,4,-44.0,-909.29,98.93
16,140,4,0.5,1,2.5,1.5,12,17,8,6,-45.0,-894.16,112.5
24,100,1,0.5,2,2.5,1.5,12,16,7,3,-44.0,-1319.14,97.47
16,150,1,0.5,2,2.0,1.5,11,15,16,12,-48.0,-1166.99,77.3
23,110,1,0.5,2,2.0,1.5,15,17,2,0,-38.0,-1657.94,56.32
16,120,1,0.5,2,2.5,1.5,10,18,16,9,-48.0,-669.39,213.57
24,120,2,0.5,1,2.0,1.5,11,16,8,3,-45.0,-1494.52,96.87
15,120,2,0.5,1,2.0,1.5,13,14,15,14,-48.0,-1086.25,86.03
24,150,2,0.5,1,2.5,1.5,12,13,0,1,-44.0,-1635.37,81.57
16,140,2,0.5,1,2.5,1.5,14,17,3,0,-35.0,-1020.18,91.52
16,130,3,0.5,1,2.5,1.5,13,14,14,13,-48.0,-1068.05,108.29
22,100,3,0.5,1,2.5,1.5,10,18,11,3,-41.0,-1038.15,131.32
18,130,3,0.5,1,2.0,1.5,12,13,13,12,-47.0,-1319.66,67.57
15,110,3,0.5,1,2.0,1.5,11,17,8,6,-47.0,-872.85,85.39
15,100,2,0.5,1,2.0,1.5,10,15,13,8,-46.0,-762.3,114.4
23,100,3,0.5,1,2.5,1.5,12,13,8,7,-45.0,-1424.29,87.81
18,100,3,0.5,1,2.5,1.5,13,18,4,0,-35.0,-1039.87,106.75
24,120,2,0.5,1,2.5,1.5,10,12,6,7,-46.0,-1545.33,114.15
16,130,4,0.5,1,2.0,1.5,12,17,15,10,-47.0,-1108.32,115.59
17,100,3,0.5,2,2.5,1.5,12,14,14,12,-47.0,-1063.37,82.79
22,110,1,0.5,1,2.0,1.5,14,18,7,3,-42.0,-1347.12,76.96
